Opportunity_ID,Account_ID,Sales_Rep_ID,Campaign_ID,Region,Industry,Account_Size,Product_Category,Deal_Size,Discount_%,Probability,Forecast_Category,Created_Date,Close_Date,Sales_Cycle_Days,Activity_Count,Is_Won,Is_Lost,Weighted_Revenue
10614,1068,10,15,Americas,Diagnostics,Mid-Market,Instruments,131860,0.34,25.74,Pipeline,2024-09-07,2024-11-17,71,10,1,0,33940.763999999996
10615,1340,15,4,Americas,Life Sciences,Mid-Market,Consumables,89204,0.14,21.6,Pipeline,2024-01-16,2024-04-07,82,16,0,1,19268.064000000002
10616,564,14,3,EMEA,Life Sciences,SMB,Software,22093,0.14,23.4,Pipeline,2024-06-16,2024-08-10,55,5,0,1,5169.762
10617,394,9,8,EMEA,Life Sciences,SMB,Services,5007,0.25,18.14,Pipeline,2023-10-16,2023-11-25,40,11,1,0,908.2698
10618,631,21,4,Americas,Pharma,Enterprise,Consumables,206106,0.21,15.12,Pipeline,2024-07-23,2025-01-05,166,16,0,1,31163.2272
10619,1006,22,11,EMEA,Life Sciences,SMB,Instruments,7141,0.14,21.6,Pipeline,2024-08-21,2024-09-24,34,18,0,1,1542.4560000000001
10620,967,22,2,EMEA,Life Sciences,SMB,Services,31534,0.11,21.6,Pipeline,2023-08-05,2023-09-18,44,15,0,1,6811.344000000001
10621,1050,7,6,Americas,Environmental,SMB,Consumables,46083,0.09,18.14,Pipeline,2023-11-08,2024-01-21,74,11,1,0,8359.4562
10622,288,15,2,Americas,Diagnostics,Mid-Market,Services,47122,0.28,23.76,Pipeline,2024-07-31,2024-09-29,60,16,1,0,11196.1872
10623,741,13,5,Americas,Life Sciences,Enterprise,Software,413044,0.31,13.86,Pipeline,2024-04-22,2024-11-27,219,8,0,1,57247.8984
10624,701,21,15,Americas,Diagnostics,Mid-Market,Software,47376,0.12,15.12,Pipeline,2024-06-02,2024-10-13,133,14,0,1,7163.2512
10625,1420,5,14,Americas,Industrial,Enterprise,Services,462423,0.19,15.12,Pipeline,2025-02-01,2025-08-31,211,18,0,1,69918.3576
10626,1291,22,13,EMEA,Life Sciences,Enterprise,Software,123912,0.33,23.76,Pipeline,2025-08-24,2026-04-19,238,14,0,1,29441.4912
10627,1144,2,13,APAC,Environmental,SMB,Services,6924,0.17,18.0,Pipeline,2025-03-11,2025-05-14,64,5,0,1,1246.32
10628,817,9,15,EMEA,Life Sciences,SMB,Services,34826,0.19,12.6,Pipeline,2025-04-14,2025-06-25,72,3,0,1,4388.076
10629,361,11,11,APAC,Diagnostics,Mid-Market,Services,40270,0.27,19.8,Pipeline,2023-01-08,2023-05-21,133,3,0,1,7973.46
10630,571,1,2,APAC,Life Sciences,Enterprise,Consumables,315606,0.22,21.6,Pipeline,2024-01-12,2024-08-02,203,17,0,1,68170.89600000001
10631,330,8,9,EMEA,Diagnostics,Mid-Market,Software,106863,0.11,18.0,Pipeline,2023-04-18,2023-08-24,128,3,0,1,19235.34
10632,972,15,3,Americas,Diagnostics,Mid-Market,Instruments,89495,0.1,21.6,Pipeline,2025-07-21,2025-10-02,73,13,0,1,19330.920000000002
10633,400,17,9,Americas,Pharma,Mid-Market,Services,102000,0.31,23.76,Pipeline,2024-07-10,2024-11-06,119,17,0,1,24235.2
10634,724,24,6,APAC,Diagnostics,SMB,Software,6077,0.07,18.0,Pipeline,2024-09-18,2024-11-01,44,5,0,1,1093.86
10635,1292,2,7,APAC,Pharma,Enterprise,Services,340253,0.18,21.6,Pipeline,2025-11-05,2026-04-18,164,5,1,0,73494.64800000002
10636,814,19,2,EMEA,Life Sciences,SMB,Instruments,18355,0.1,23.4,Pipeline,2025-06-23,2025-08-03,41,3,1,0,4295.07
10637,237,11,9,APAC,Diagnostics,Mid-Market,Instruments,65271,0.05,21.6,Pipeline,2024-05-12,2024-08-05,85,17,0,1,14098.536000000002
10638,72,18,9,EMEA,Environmental,Mid-Market,Consumables,125072,0.07,12.6,Pipeline,2025-02-28,2025-05-29,90,6,0,1,15759.072
10639,649,2,15,APAC,Industrial,SMB,Software,25163,0.09,21.6,Pipeline,2023-10-30,2023-12-12,43,5,1,0,5435.2080000000005
10640,904,19,4,EMEA,Industrial,Mid-Market,Software,99068,0.15,23.4,Pipeline,2025-08-13,2025-12-07,116,10,0,1,23181.912
10641,104,2,11,APAC,Pharma,Mid-Market,Services,100623,0.07,21.6,Pipeline,2025-12-30,2026-04-20,111,9,1,0,21734.568000000003
10642,1316,13,11,Americas,Environmental,Mid-Market,Software,59481,0.35,16.63,Pipeline,2024-05-11,2024-09-11,123,14,0,1,9891.6903
10643,953,18,14,EMEA,Pharma,Mid-Market,Services,72838,0.14,12.6,Pipeline,2024-02-16,2024-07-03,138,8,0,1,9177.588
10644,1350,23,6,APAC,Environmental,Mid-Market,Services,50405,0.34,23.76,Pipeline,2023-03-18,2023-06-15,89,16,1,0,11976.228000000001
10645,921,3,10,Americas,Industrial,Enterprise,Consumables,121971,0.09,21.6,Pipeline,2024-07-26,2025-03-15,232,18,0,1,26345.736000000004
10646,712,13,2,Americas,Diagnostics,SMB,Consumables,16893,0.26,19.96,Pipeline,2023-11-22,2024-02-18,88,14,1,0,3371.8428
10647,706,20,10,EMEA,Diagnostics,SMB,Software,9429,0.19,23.4,Pipeline,2024-07-24,2024-09-28,66,5,0,1,2206.386
10648,1136,16,9,APAC,Environmental,SMB,Software,49015,0.34,19.96,Pipeline,2023-10-23,2023-11-24,32,19,0,1,9783.394
10649,758,9,7,EMEA,Life Sciences,SMB,Consumables,18672,0.19,18.14,Pipeline,2023-10-09,2023-11-14,36,12,0,1,3387.1008
10650,281,9,6,EMEA,Pharma,Enterprise,Services,370112,0.17,12.6,Pipeline,2023-02-18,2023-07-25,157,9,0,1,46634.112
10651,1326,17,1,Americas,Industrial,Mid-Market,Software,70836,0.24,21.6,Pipeline,2023-09-02,2024-01-16,136,14,0,1,15300.576000000001
10652,85,12,2,APAC,Industrial,SMB,Instruments,14517,0.09,23.4,Pipeline,2025-08-03,2025-10-19,77,7,0,1,3396.9779999999996
10653,1210,18,7,EMEA,Industrial,SMB,Consumables,43959,0.29,19.96,Pipeline,2024-12-19,2025-02-04,47,18,0,1,8774.2164
10654,250,16,6,APAC,Life Sciences,Mid-Market,Consumables,62097,0.2,15.12,Pipeline,2025-04-06,,122,19,0,1,9389.0664
10655,966,23,8,APAC,Industrial,Enterprise,Services,389147,0.06,21.6,Pipeline,2024-10-28,2025-06-09,224,3,0,1,84055.75200000001
10656,512,12,6,APAC,Diagnostics,Enterprise,Services,356556,0.3,30.89,Pipeline,2025-08-22,,199,12,0,1,110140.1484
10657,407,5,9,Americas,Environmental,Mid-Market,Consumables,86623,0.11,15.12,Pipeline,2025-10-30,2026-03-10,131,7,0,1,13097.3976
10658,3,15,2,Americas,Pharma,Enterprise,Consumables,305186,0.19,18.0,Pipeline,2025-09-30,2026-02-27,150,3,1,0,54933.479999999996
10659,1182,11,1,APAC,Industrial,SMB,Services,5753,0.17,18.0,Pipeline,2024-01-21,2024-03-29,68,10,1,0,1035.54
10660,1427,7,5,Americas,Diagnostics,Mid-Market,Instruments,126881,0.17,15.12,Pipeline,2023-04-29,2023-07-15,77,12,0,1,19184.4072
10661,247,17,11,Americas,Pharma,Mid-Market,Services,123638,0.31,19.8,Pipeline,2025-01-26,2025-04-09,73,8,0,1,24480.324
10662,1452,10,2,Americas,Diagnostics,SMB,Software,11035,0.23,28.08,Pipeline,2024-08-01,2024-09-02,32,18,0,1,3098.628
10663,1472,16,4,APAC,Industrial,SMB,Services,5590,0.09,18.14,Pipeline,2023-12-02,2024-02-11,71,11,0,1,1014.0260000000001
10664,518,24,6,APAC,Pharma,Mid-Market,Software,42189,0.19,21.6,Pipeline,2023-09-02,2023-11-06,65,13,0,1,9112.824
10665,570,13,14,Americas,Environmental,Mid-Market,Consumables,138986,0.25,18.14,Pipeline,2024-12-22,2025-05-14,143,14,1,0,25212.060400000002
10666,1368,19,14,EMEA,Industrial,SMB,Software,38944,0.23,28.08,Pipeline,2024-03-29,2024-06-11,74,17,0,1,10935.475199999999
10667,174,20,7,EMEA,Industrial,SMB,Services,7448,0.18,28.08,Pipeline,2025-12-23,2026-02-06,45,10,1,0,2091.3984
10668,338,11,15,APAC,Pharma,Mid-Market,Services,134229,0.07,18.0,Pipeline,2025-05-12,2025-08-17,97,10,0,1,24161.219999999998
10669,322,20,7,EMEA,Pharma,Enterprise,Instruments,87131,0.22,28.08,Pipeline,2024-03-18,2024-08-12,147,18,1,0,24466.3848
10670,194,10,2,Americas,Industrial,Mid-Market,Consumables,103727,0.13,28.08,Pipeline,2025-09-21,2025-12-27,97,11,0,1,29126.5416
10671,1489,24,15,APAC,Diagnostics,SMB,Consumables,33596,0.19,18.0,Pipeline,2023-01-27,2023-03-04,36,3,0,1,6047.28
10672,1222,2,10,APAC,Pharma,Mid-Market,Software,63603,0.2,18.0,Pipeline,2024-05-27,2024-09-02,98,3,0,1,11448.539999999999
10673,711,14,4,EMEA,Industrial,Enterprise,Software,288449,0.24,28.08,Pipeline,2025-11-27,,161,6,0,1,80996.4792
10674,174,10,10,Americas,Industrial,SMB,Services,21995,0.27,25.74,Pipeline,2024-05-26,2024-08-06,72,4,1,0,5661.512999999999
10675,116,21,5,Americas,Environmental,SMB,Consumables,43612,0.21,18.14,Pipeline,2024-12-04,2025-02-01,59,19,0,1,7911.2168
10676,74,9,1,EMEA,Industrial,Mid-Market,Instruments,31719,0.25,15.12,Pipeline,2025-08-14,2026-01-10,149,13,0,1,4795.9128
10677,196,15,8,Americas,Environmental,SMB,Instruments,33616,0.22,21.6,Pipeline,2025-01-22,2025-03-25,62,19,1,0,7261.0560000000005
10678,746,14,15,EMEA,Pharma,Mid-Market,Consumables,108937,0.31,30.89,Pipeline,2025-05-03,2025-07-24,82,17,0,1,33650.6393
10679,259,5,8,Americas,Industrial,SMB,Software,33840,0.22,15.12,Pipeline,2024-10-27,2024-12-24,58,8,0,1,5116.608
10680,246,1,8,APAC,Diagnostics,SMB,Consumables,37950,0.13,18.0,Pipeline,2023-07-02,2023-08-01,30,9,0,1,6831.0
10681,298,7,4,Americas,Environmental,Mid-Market,Consumables,37007,0.14,15.12,Pipeline,2025-06-06,2025-09-12,98,13,0,1,5595.4584
10682,1006,21,11,Americas,Life Sciences,SMB,Consumables,38443,0.26,16.63,Pipeline,2025-06-18,2025-08-13,56,19,1,0,6393.0709
10683,1311,1,6,APAC,Environmental,SMB,Services,11995,0.15,18.0,Pipeline,2023-04-08,2023-05-18,40,4,0,1,2159.1
10684,736,24,13,APAC,Diagnostics,Mid-Market,Software,147267,0.28,19.8,Pipeline,2023-07-08,,69,5,1,0,29158.866
10685,866,22,12,EMEA,Industrial,SMB,Services,25180,0.06,21.6,Pipeline,2025-12-02,2026-02-08,68,5,1,0,5438.880000000001
10686,845,4,3,Americas,Diagnostics,Mid-Market,Instruments,89714,0.32,23.76,Pipeline,2024-10-06,2025-01-19,105,2,1,0,21316.0464
10687,147,5,2,Americas,Life Sciences,SMB,Services,10745,0.09,12.6,Pipeline,2024-09-14,2024-12-04,81,5,0,1,1353.8700000000001
10688,112,24,11,APAC,Environmental,Enterprise,Software,382602,0.33,23.76,Pipeline,2025-06-25,2025-12-17,175,18,0,1,90906.2352
10689,727,8,6,EMEA,Environmental,Mid-Market,Instruments,92282,0.34,23.76,Pipeline,2023-09-21,2023-12-29,99,14,1,0,21926.2032
10690,1489,20,8,EMEA,Diagnostics,SMB,Services,42275,0.32,25.74,Pipeline,2025-04-22,2025-06-10,49,4,0,1,10881.585
10691,1119,25,2,APAC,Industrial,Enterprise,Instruments,210739,0.24,18.0,Pipeline,2023-08-25,2024-03-15,203,5,0,1,37933.02
10692,910,22,6,EMEA,Environmental,Mid-Market,Instruments,78456,0.1,21.6,Pipeline,2025-12-16,2026-03-06,80,10,0,1,16946.496000000003
10693,1227,4,13,Americas,Environmental,Enterprise,Services,108694,0.07,18.0,Pipeline,2023-01-10,2023-05-14,124,10,0,1,19564.92
10694,11,9,1,EMEA,Pharma,Mid-Market,Software,55977,0.09,15.12,Pipeline,2025-08-17,2025-11-05,80,14,0,1,8463.7224
10695,632,17,3,Americas,Pharma,SMB,Services,13860,0.17,18.0,Pipeline,2025-01-01,2025-03-18,76,4,0,1,2494.7999999999997
10696,363,9,5,EMEA,Environmental,Mid-Market,Instruments,57250,0.28,13.86,Pipeline,2025-06-15,2025-09-13,90,8,0,1,7934.85
10697,1197,11,5,APAC,Industrial,SMB,Software,44123,0.33,23.76,Pipeline,2024-02-19,2024-04-28,69,16,1,0,10483.6248
10698,113,16,13,APAC,Industrial,SMB,Services,26668,0.25,15.12,Pipeline,2024-07-16,2024-09-27,73,12,0,1,4032.2016
10699,70,15,12,Americas,Environmental,Mid-Market,Services,101268,0.3,19.8,Pipeline,2024-08-17,2024-12-25,130,7,0,1,20051.064000000002
10700,1144,2,12,APAC,Environmental,SMB,Consumables,38281,0.31,19.8,Pipeline,2024-08-31,2024-11-02,63,8,0,1,7579.638
10701,894,16,8,APAC,Life Sciences,SMB,Software,23446,0.26,13.86,Pipeline,2023-06-17,2023-09-09,84,3,0,1,3249.6156
10702,6,3,13,Americas,Pharma,SMB,Services,19950,0.21,21.6,Pipeline,2023-12-22,2024-02-02,42,2,0,1,4309.200000000001
10703,1156,14,1,EMEA,Environmental,SMB,Instruments,39490,0.09,33.7,Pipeline,2025-12-17,2026-02-27,72,16,0,1,13308.130000000001
10704,879,15,11,Americas,Environmental,SMB,Instruments,21896,0.15,18.0,Pipeline,2025-07-16,2025-08-31,46,7,1,0,3941.2799999999997
10705,592,17,1,Americas,Industrial,SMB,Instruments,45428,0.28,28.51,Pipeline,2025-10-21,2025-12-19,59,14,0,1,12951.5228
10706,1282,24,4,APAC,Life Sciences,SMB,Services,35247,0.14,21.6,Pipeline,2024-08-01,2024-10-01,61,14,0,1,7613.352000000001
10707,342,18,8,EMEA,Life Sciences,Enterprise,Instruments,371801,0.14,15.12,Pipeline,2023-05-12,2023-09-25,136,11,0,1,56216.311200000004
10708,464,8,14,EMEA,Diagnostics,Mid-Market,Consumables,124578,0.19,21.6,Pipeline,2023-05-20,2023-08-03,75,14,0,1,26908.848
10709,1265,5,15,Americas,Diagnostics,Enterprise,Services,104112,0.06,18.14,Pipeline,2023-11-17,2024-06-28,224,12,0,1,18885.9168
10710,746,10,1,Americas,Pharma,Mid-Market,Instruments,126304,0.11,28.08,Pipeline,2024-11-14,2025-02-14,92,5,0,1,35466.1632
10711,778,22,5,EMEA,Environmental,Mid-Market,Services,78551,0.12,18.0,Pipeline,2025-01-17,2025-05-02,105,7,0,1,14139.18
10712,1092,25,12,APAC,Life Sciences,SMB,Software,49083,0.31,23.76,Pipeline,2024-07-04,2024-08-22,49,18,0,1,11662.1208
10713,1008,20,4,EMEA,Life Sciences,Enterprise,Instruments,338474,0.12,33.7,Pipeline,2024-10-19,2025-05-02,195,19,0,1,114065.73800000001
10714,602,23,8,APAC,Life Sciences,SMB,Consumables,16055,0.14,21.6,Pipeline,2025-11-23,2025-12-29,36,7,0,1,3467.8800000000006
10715,329,19,8,EMEA,Industrial,Mid-Market,Instruments,37984,0.15,28.08,Pipeline,2025-10-17,2026-02-21,127,3,0,1,10665.9072
10716,1063,10,3,Americas,Life Sciences,SMB,Instruments,24165,0.09,28.08,Pipeline,2024-05-04,2024-07-09,66,13,0,1,6785.532
10717,78,18,5,EMEA,Life Sciences,Enterprise,Consumables,451425,0.11,12.6,Pipeline,2024-03-30,2024-11-20,235,5,0,1,56879.55
10718,452,5,2,Americas,Industrial,Mid-Market,Instruments,106666,0.06,15.12,Pipeline,2023-03-30,2023-06-27,89,17,0,1,16127.8992
10719,1178,20,9,EMEA,Diagnostics,Mid-Market,Software,100101,0.11,28.08,Pipeline,2025-08-22,2025-11-04,74,13,0,1,28108.3608
10720,202,24,10,APAC,Life Sciences,SMB,Services,19762,0.19,21.6,Pipeline,2024-09-06,2024-10-21,45,17,0,1,4268.592000000001
10721,547,21,5,Americas,Life Sciences,Enterprise,Instruments,245806,0.19,15.12,Pipeline,2024-01-25,2024-06-30,157,19,1,0,37165.8672
10722,1483,15,14,Americas,Industrial,Mid-Market,Instruments,71918,0.23,18.0,Pipeline,2025-09-23,2026-01-06,105,3,0,1,12945.24
10723,457,23,9,APAC,Life Sciences,SMB,Software,34031,0.23,18.0,Pipeline,2024-07-21,2024-10-01,72,3,1,0,6125.58
10724,953,6,15,APAC,Pharma,Mid-Market,Services,57471,0.33,23.76,Pipeline,2023-09-27,2024-02-09,135,16,1,0,13655.1096
10725,438,8,2,EMEA,Environmental,SMB,Services,25451,0.33,23.76,Pipeline,2025-07-20,2025-10-01,73,14,0,1,6047.1576000000005
10726,1137,13,10,Americas,Environmental,Enterprise,Instruments,263119,0.11,15.12,Pipeline,2023-10-30,2024-03-24,146,6,0,1,39783.5928
10727,1423,21,7,Americas,Pharma,SMB,Consumables,32751,0.25,15.12,Pipeline,2025-04-12,2025-06-20,69,19,0,1,4951.9512
10728,97,15,14,Americas,Life Sciences,SMB,Consumables,19974,0.23,21.6,Pipeline,2025-04-18,2025-06-04,47,13,0,1,4314.384000000001
10729,168,24,6,APAC,Industrial,Mid-Market,Software,133162,0.2,18.0,Pipeline,2024-09-11,2024-12-13,93,3,0,1,23969.16
10730,1131,9,4,EMEA,Industrial,SMB,Consumables,11327,0.19,12.6,Pipeline,2025-08-28,2025-11-01,65,4,0,1,1427.202
10731,760,24,3,APAC,Life Sciences,SMB,Services,10202,0.09,21.6,Pipeline,2024-08-07,2024-10-08,62,15,0,1,2203.632
10732,487,2,12,APAC,Pharma,SMB,Software,6716,0.27,23.76,Pipeline,2024-11-18,2025-02-11,85,6,0,1,1595.7216
10733,137,6,7,APAC,Industrial,SMB,Instruments,16482,0.13,18.0,Pipeline,2023-05-21,2023-08-03,74,2,0,1,2966.7599999999998
10734,190,8,6,EMEA,Environmental,Enterprise,Services,400630,0.31,23.76,Pipeline,2024-04-19,,225,17,0,1,95189.68800000001
10735,1341,21,7,Americas,Life Sciences,Mid-Market,Software,63989,0.17,15.12,Pipeline,2023-11-22,2024-01-26,65,6,0,1,9675.1368
10736,420,7,11,Americas,Environmental,Mid-Market,Services,106089,0.29,16.63,Pipeline,2024-01-16,2024-05-23,128,13,0,1,17642.6007
10737,441,25,2,APAC,Environmental,SMB,Consumables,7617,0.24,25.92,Pipeline,2024-10-11,2024-12-05,55,17,0,1,1974.3264000000004
10738,214,15,4,Americas,Life Sciences,SMB,Services,23420,0.24,18.0,Pipeline,2025-05-09,2025-06-29,51,6,0,1,4215.599999999999
10739,820,21,12,Americas,Diagnostics,SMB,Services,33973,0.18,15.12,Pipeline,2023-05-15,2023-06-17,33,12,0,1,5136.7176
10740,230,6,12,APAC,Environmental,SMB,Instruments,26858,0.3,19.8,Pipeline,2025-07-04,2025-08-31,58,5,0,1,5317.884
10741,1203,22,1,EMEA,Life Sciences,Mid-Market,Consumables,64684,0.3,23.76,Pipeline,2023-06-30,2023-11-17,140,12,0,1,15368.9184
10742,1276,7,5,Americas,Environmental,SMB,Consumables,44346,0.06,12.6,Pipeline,2023-09-09,2023-11-11,63,5,0,1,5587.5960000000005
10743,560,22,9,EMEA,Life Sciences,Enterprise,Consumables,209642,0.34,19.8,Pipeline,2025-03-08,2025-10-11,217,2,1,0,41509.116
10744,1149,2,13,APAC,Diagnostics,SMB,Software,29597,0.11,18.0,Pipeline,2024-05-22,2024-07-20,59,2,0,1,5327.46
10745,579,8,9,EMEA,Pharma,Mid-Market,Instruments,98216,0.18,18.0,Pipeline,2023-04-14,2023-07-19,96,10,1,0,17678.88
10746,1424,24,15,APAC,Pharma,Enterprise,Services,240848,0.15,18.0,Pipeline,2024-07-01,,148,10,0,1,43352.64
10747,1096,3,10,Americas,Life Sciences,Enterprise,Instruments,172209,0.28,23.76,Pipeline,2025-06-27,2025-12-01,157,16,1,0,40916.8584
10748,1294,2,14,APAC,Pharma,Mid-Market,Services,131815,0.28,19.8,Pipeline,2023-01-15,2023-06-06,142,9,0,1,26099.370000000003
10749,1120,9,6,EMEA,Industrial,SMB,Software,32649,0.21,12.6,Pipeline,2024-07-06,2024-09-24,80,10,0,1,4113.774
10750,931,12,14,APAC,Pharma,Mid-Market,Services,54660,0.32,25.74,Pipeline,2025-09-18,2025-11-24,67,2,1,0,14069.483999999999
10751,425,2,8,APAC,Environmental,Enterprise,Consumables,234402,0.3,19.8,Pipeline,2023-08-01,2024-03-27,239,3,0,1,46411.596000000005
10752,332,21,13,Americas,Industrial,Enterprise,Instruments,347024,0.32,13.86,Pipeline,2024-01-15,2024-06-09,146,4,0,1,48097.5264
10753,672,23,8,APAC,Life Sciences,Enterprise,Instruments,213748,0.08,21.6,Pipeline,2024-03-22,2024-10-07,199,15,0,1,46169.56800000001
10754,1122,20,13,EMEA,Diagnostics,Mid-Market,Services,40058,0.08,23.4,Pipeline,2025-01-31,,129,5,1,0,9373.572
10755,1267,13,8,Americas,Life Sciences,Mid-Market,Consumables,83918,0.13,12.6,Pipeline,2024-04-01,2024-06-15,75,2,1,0,10573.668
10756,392,22,3,EMEA,Environmental,Enterprise,Instruments,410256,0.15,18.0,Pipeline,2024-07-12,2024-12-11,152,7,0,1,73846.08
10757,1107,11,11,APAC,Environmental,SMB,Services,17232,0.14,18.0,Pipeline,2024-09-10,2024-11-25,76,6,1,0,3101.7599999999998
10758,854,19,7,EMEA,Industrial,SMB,Services,29353,0.15,28.08,Pipeline,2024-06-15,2024-08-21,67,13,0,1,8242.3224
10759,1093,3,7,Americas,Life Sciences,SMB,Instruments,43271,0.22,21.6,Pipeline,2025-11-26,2026-02-02,68,6,1,0,9346.536000000002
10760,698,24,3,APAC,Industrial,SMB,Instruments,33272,0.22,21.6,Pipeline,2024-02-15,2024-03-31,45,16,0,1,7186.752
10761,25,7,3,Americas,Life Sciences,Mid-Market,Instruments,87004,0.15,12.6,Pipeline,2024-07-20,2024-11-30,133,6,0,1,10962.504
10762,102,3,3,Americas,Industrial,SMB,Consumables,31790,0.2,18.0,Pipeline,2024-02-22,2024-05-21,89,10,0,1,5722.2
10763,705,20,11,EMEA,Diagnostics,SMB,Services,34061,0.34,25.74,Pipeline,2025-04-19,2025-06-18,60,8,0,1,8767.301399999998
10764,765,1,12,APAC,Life Sciences,SMB,Consumables,31993,0.07,18.0,Pipeline,2025-02-18,2025-04-08,49,9,0,1,5758.74
10765,197,12,15,APAC,Environmental,Mid-Market,Instruments,140734,0.14,23.4,Pipeline,2023-02-23,2023-04-30,66,7,1,0,32931.756
10766,302,22,7,EMEA,Life Sciences,Mid-Market,Services,148995,0.15,21.6,Pipeline,2023-07-10,2023-10-19,101,12,0,1,32182.920000000006
10767,711,8,2,EMEA,Industrial,Enterprise,Instruments,250509,0.15,18.0,Pipeline,2025-02-18,2025-08-25,188,5,1,0,45091.619999999995
10768,1468,18,9,EMEA,Industrial,Mid-Market,Software,137942,0.26,16.63,Pipeline,2025-05-25,2025-08-31,98,13,0,1,22939.7546
10769,1352,12,2,APAC,Pharma,SMB,Instruments,20853,0.08,28.08,Pipeline,2023-12-11,2024-01-16,36,6,0,1,5855.5224
10770,301,22,13,EMEA,Environmental,SMB,Consumables,21626,0.27,23.76,Pipeline,2023-10-18,,56,6,0,1,5138.3376
10771,410,14,3,EMEA,Pharma,Mid-Market,Instruments,44357,0.16,23.4,Pipeline,2025-03-23,2025-06-14,83,3,1,0,10379.537999999999
10772,867,5,9,Americas,Pharma,Mid-Market,Software,110736,0.32,13.86,Pipeline,2024-03-26,2024-07-29,125,10,0,1,15348.0096
10773,665,13,10,Americas,Life Sciences,Mid-Market,Services,131999,0.1,15.12,Pipeline,2023-10-08,2024-01-14,98,7,1,0,19958.2488
10774,935,25,14,APAC,Life Sciences,Mid-Market,Software,54988,0.34,23.76,Pipeline,2023-09-13,2023-12-05,83,16,0,1,13065.1488
10775,1498,22,10,EMEA,Environmental,Mid-Market,Instruments,141076,0.21,18.0,Pipeline,2024-03-11,2024-07-24,135,2,0,1,25393.68
10776,897,9,15,EMEA,Life Sciences,Mid-Market,Services,148892,0.33,16.63,Pipeline,2023-03-16,2023-08-02,139,17,0,1,24760.7396
10777,276,22,5,EMEA,Industrial,Enterprise,Instruments,400479,0.22,21.6,Pipeline,2024-05-18,2024-11-20,186,11,0,1,86503.464
10778,1336,15,5,Americas,Industrial,SMB,Instruments,32248,0.23,25.92,Pipeline,2023-11-09,2023-12-24,45,17,0,1,8358.681600000002
10779,1388,8,4,EMEA,Life Sciences,SMB,Services,15296,0.05,18.0,Pipeline,2023-01-08,2023-02-11,34,7,1,0,2753.2799999999997
10780,502,11,13,APAC,Environmental,Enterprise,Software,123986,0.3,19.8,Pipeline,2024-08-17,2025-01-15,151,10,0,1,24549.228000000003
10781,1086,11,11,APAC,Life Sciences,Enterprise,Software,305105,0.31,28.51,Pipeline,2023-10-12,2024-03-20,160,12,1,0,86985.4355
10782,503,3,13,Americas,Life Sciences,SMB,Consumables,6226,0.21,21.6,Pipeline,2023-10-13,,31,5,0,1,1344.8160000000003
10783,930,9,12,EMEA,Pharma,Enterprise,Instruments,477998,0.21,18.14,Pipeline,2024-10-03,2025-04-27,206,17,0,1,86708.83720000001
10784,1143,14,11,EMEA,Industrial,SMB,Software,30605,0.32,25.74,Pipeline,2023-02-18,2023-05-02,73,5,1,0,7877.726999999999
10785,757,6,14,APAC,Diagnostics,Mid-Market,Services,136033,0.35,23.76,Pipeline,2025-04-26,2025-07-01,66,17,1,0,32321.4408
10786,110,19,4,EMEA,Pharma,Mid-Market,Services,138133,0.23,23.4,Pipeline,2023-05-01,2023-07-21,81,8,0,1,32323.122
10787,764,18,13,EMEA,Life Sciences,Enterprise,Services,288533,0.19,12.6,Pipeline,2025-09-02,2026-01-02,122,2,0,1,36355.158
10788,1250,6,5,APAC,Environmental,Mid-Market,Instruments,37242,0.22,18.0,Pipeline,2024-06-18,2024-09-15,89,7,0,1,6703.5599999999995
10789,636,12,13,APAC,Diagnostics,SMB,Software,44991,0.35,30.89,Pipeline,2025-11-23,2026-01-13,51,3,0,1,13897.7199
10790,515,12,7,APAC,Pharma,Mid-Market,Consumables,109325,0.06,23.4,Pipeline,2023-09-11,2023-12-18,98,10,1,0,25582.05
10791,915,21,12,Americas,Industrial,Enterprise,Instruments,251443,0.2,15.12,Pipeline,2025-07-01,2025-12-12,164,16,0,1,38018.1816
10792,668,12,11,APAC,Diagnostics,Mid-Market,Consumables,149094,0.18,28.08,Pipeline,2024-08-02,,97,13,1,0,41865.595199999996
10793,756,9,9,EMEA,Diagnostics,Mid-Market,Services,125340,0.24,18.14,Pipeline,2023-12-11,2024-03-15,95,15,0,1,22736.676
10794,934,19,14,EMEA,Industrial,Enterprise,Instruments,172053,0.07,33.7,Pipeline,2025-10-09,2026-02-09,123,19,1,0,57981.861000000004
10795,771,19,8,EMEA,Life Sciences,SMB,Consumables,42666,0.06,33.7,Pipeline,2023-10-23,2023-12-17,55,19,0,1,14378.442000000001
10796,1003,5,7,Americas,Environmental,SMB,Services,32264,0.15,12.6,Pipeline,2023-08-03,2023-09-28,56,4,0,1,4065.264
10797,825,9,5,EMEA,Life Sciences,SMB,Instruments,17460,0.15,15.12,Pipeline,2024-11-25,2025-01-17,53,5,1,0,2639.952
10798,726,5,12,Americas,Life Sciences,SMB,Instruments,14612,0.19,15.12,Pipeline,2023-07-25,2023-09-10,47,11,1,0,2209.3344
10799,434,22,11,EMEA,Pharma,SMB,Consumables,6157,0.33,23.76,Pipeline,2025-06-23,2025-09-16,85,19,0,1,1462.9032
10800,236,20,4,EMEA,Life Sciences,SMB,Instruments,20452,0.25,28.08,Pipeline,2025-05-20,2025-07-22,63,15,1,0,5742.9216
